DATE_TIME,INTERSECTION_ID,INTERSECTION_NAME,VEHICLE_COUNT
2022-10-09 22:00:00,INT6,Intersection 15,695
2022-01-31 10:00:00,INT10,Intersection 12,466
2022-07-23 18:00:00,INT20,Intersection 13,1961
2022-03-10 16:00:00,INT3,Intersection 20,1609
2022-06-26 04:00:00,INT15,Intersection 2,1859
2022-03-30 18:00:00,INT11,Intersection 4,740
2022-07-01 22:00:00,INT2,Intersection 3,961
2022-03-04 18:00:00,INT6,Intersection 19,993
2022-03-31 22:00:00,INT17,Intersection 8,1139
2022-05-02 12:00:00,INT18,Intersection 12,1534
2022-05-15 13:00:00,INT4,Intersection 12,1397
2022-09-19 01:00:00,INT9,Intersection 10,688
2022-06-22 08:00:00,INT10,Intersection 1,1935
2022-04-23 01:00:00,INT2,Intersection 5,1429
2022-10-27 14:00:00,INT11,Intersection 20,191
2022-04-28 02:00:00,INT11,Intersection 11,557
2022-09-14 08:00:00,INT11,Intersection 9,1393
2022-01-01 12:00:00,INT1,Intersection 14,1175
2022-09-05 10:00:00,INT14,Intersection 3,1984
2022-11-30 07:00:00,INT1,Intersection 5,1244
2022-10-28 19:00:00,INT9,Intersection 9,1173
2022-08-11 00:00:00,INT1,Intersection 18,1598
2022-05-31 21:00:00,INT4,Intersection 6,1615
2022-06-03 11:00:00,INT1,Intersection 7,1908
2022-11-25 00:00:00,INT19,Intersection 16,1503
2022-08-10 06:00:00,INT10,Intersection 8,1755
2022-01-28 04:00:00,INT15,Intersection 10,486
2022-08-30 15:00:00,INT20,Intersection 5,1730
2022-06-07 22:00:00,INT4,Intersection 11,1784
2022-03-10 13:00:00,INT20,Intersection 13,1412
2022-07-08 00:00:00,INT14,Intersection 20,1892
2022-07-18 07:00:00,INT5,Intersection 2,1577
2022-09-02 18:00:00,INT15,Intersection 14,470
2022-06-03 16:00:00,INT15,Intersection 9,283
2022-11-17 09:00:00,INT16,Intersection 10,871
2022-02-27 11:00:00,INT16,Intersection 10,1785
2022-06-26 19:00:00,INT4,Intersection 10,304
2022-09-29 03:00:00,INT9,Intersection 19,1053
2022-11-22 19:00:00,INT1,Intersection 11,271
2022-12-25 01:00:00,INT5,Intersection 11,924
2022-04-21 13:00:00,INT9,Intersection 3,321
2022-08-22 19:00:00,INT20,Intersection 19,1291
2022-09-13 07:00:00,INT5,Intersection 1,1367
2022-06-13 11:00:00,INT4,Intersection 12,1341
2022-12-19 11:00:00,INT16,Intersection 15,1179
2022-09-04 08:00:00,INT2,Intersection 14,1698
2022-08-02 18:00:00,INT16,Intersection 3,714
2022-08-15 15:00:00,INT18,Intersection 20,266
2022-11-25 08:00:00,INT2,Intersection 13,1642
2022-09-26 17:00:00,INT16,Intersection 18,241
2022-03-13 21:00:00,INT1,Intersection 16,224
2022-11-10 10:00:00,INT16,Intersection 6,189
2022-07-19 08:00:00,INT3,Intersection 10,410
2022-02-21 08:00:00,INT15,Intersection 17,1494
2022-12-14 10:00:00,INT11,Intersection 17,1051
2022-11-07 06:00:00,INT10,Intersection 8,315
2022-07-12 08:00:00,INT17,Intersection 4,1564
2022-07-16 21:00:00,INT4,Intersection 15,1758
2022-06-03 05:00:00,INT17,Intersection 1,1309
2022-09-19 23:00:00,INT4,Intersection 7,982
2022-12-20 08:00:00,INT19,Intersection 10,1276
2022-02-28 17:00:00,INT1,Intersection 7,860
2022-12-08 21:00:00,INT14,Intersection 1,1749
2022-01-11 16:00:00,INT11,Intersection 17,195
2022-03-13 17:00:00,INT7,Intersection 12,809
2022-03-01 07:00:00,INT17,Intersection 17,1459
2022-07-26 09:00:00,INT4,Intersection 15,1638
2022-05-05 14:00:00,INT10,Intersection 16,248
2022-02-19 19:00:00,INT17,Intersection 14,1027
2022-07-09 23:00:00,INT4,Intersection 3,1746
2022-07-01 21:00:00,INT19,Intersection 19,1655
2022-02-21 20:00:00,INT18,Intersection 12,814
2022-10-09 22:00:00,INT17,Intersection 19,982
2022-08-09 22:00:00,INT6,Intersection 18,1525
2022-02-24 10:00:00,INT7,Intersection 14,1817
2022-04-11 02:00:00,INT6,Intersection 20,1454
2022-01-21 16:00:00,INT12,Intersection 9,1350
2022-05-22 15:00:00,INT9,Intersection 3,1927
2022-02-07 21:00:00,INT18,Intersection 12,457
2022-01-16 12:00:00,INT2,Intersection 20,687
2022-09-17 20:00:00,INT17,Intersection 17,1952
2022-02-26 00:00:00,INT1,Intersection 5,415
2022-12-21 19:00:00,INT9,Intersection 8,1858
2022-04-12 07:00:00,INT6,Intersection 19,984
2022-07-14 14:00:00,INT2,Intersection 4,1159
2022-04-27 00:00:00,INT6,Intersection 15,1632
2022-03-12 15:00:00,INT9,Intersection 19,1601
2022-03-21 11:00:00,INT3,Intersection 15,1551
2022-07-20 14:00:00,INT16,Intersection 14,1959
2022-02-02 12:00:00,INT15,Intersection 16,549
2022-02-12 11:00:00,INT12,Intersection 10,1935
2022-02-28 11:00:00,INT8,Intersection 14,944
2022-03-01 10:00:00,INT6,Intersection 20,189
2022-09-02 12:00:00,INT3,Intersection 11,640
2022-01-01 10:00:00,INT4,Intersection 2,275
2022-09-21 18:00:00,INT10,Intersection 19,1543
2022-04-28 17:00:00,INT14,Intersection 3,1855
2022-11-08 00:00:00,INT15,Intersection 4,747
2022-05-06 03:00:00,INT7,Intersection 11,1000
2022-10-27 19:00:00,INT7,Intersection 13,1987
2022-10-08 00:00:00,INT8,Intersection 18,786
2022-05-09 16:00:00,INT10,Intersection 18,1761
2022-03-16 13:00:00,INT19,Intersection 19,1294
2022-05-07 12:00:00,INT19,Intersection 12,493
2022-11-04 09:00:00,INT2,Intersection 1,1389
2022-11-13 14:00:00,INT15,Intersection 6,603
2022-07-21 14:00:00,INT1,Intersection 3,1257
2022-09-02 16:00:00,INT10,Intersection 17,1907
2022-06-02 05:00:00,INT6,Intersection 3,1055
2022-06-29 03:00:00,INT13,Intersection 1,1149
2022-02-10 13:00:00,INT10,Intersection 3,1400
2022-10-23 03:00:00,INT12,Intersection 4,199
2022-08-17 22:00:00,INT6,Intersection 6,1565
2022-05-22 22:00:00,INT6,Intersection 7,524
2022-08-03 14:00:00,INT1,Intersection 8,1997
2022-05-11 09:00:00,INT12,Intersection 13,1153
2022-01-05 08:00:00,INT10,Intersection 4,1768
2022-11-06 17:00:00,INT14,Intersection 6,1005
2022-11-17 09:00:00,INT15,Intersection 11,595
2022-05-29 15:00:00,INT4,Intersection 1,1986
2022-07-01 04:00:00,INT1,Intersection 8,750
2022-07-02 22:00:00,INT8,Intersection 2,1097
2022-10-11 19:00:00,INT3,Intersection 8,1314
2022-02-19 05:00:00,INT14,Intersection 20,1310
2022-07-13 12:00:00,INT17,Intersection 9,239
2022-09-02 17:00:00,INT2,Intersection 4,419
2022-07-03 02:00:00,INT15,Intersection 17,1872
2022-05-28 06:00:00,INT6,Intersection 7,468
2022-09-01 12:00:00,INT5,Intersection 10,396
2022-09-05 11:00:00,INT14,Intersection 5,1323
2022-09-27 19:00:00,INT19,Intersection 10,895
2022-03-15 22:00:00,INT9,Intersection 12,1502
2022-12-12 03:00:00,INT8,Intersection 20,1203
2022-01-19 14:00:00,INT3,Intersection 6,1570
2022-01-05 12:00:00,INT18,Intersection 1,600
2022-05-15 23:00:00,INT8,Intersection 3,358
2022-09-05 03:00:00,INT16,Intersection 7,1736
2022-06-18 21:00:00,INT15,Intersection 11,1667
2022-07-09 01:00:00,INT15,Intersection 12,1912
2022-09-23 01:00:00,INT16,Intersection 9,1244
2022-02-21 21:00:00,INT1,Intersection 1,1178
2022-04-24 08:00:00,INT10,Intersection 4,1616
2022-12-19 21:00:00,INT19,Intersection 2,117
2022-11-19 13:00:00,INT5,Intersection 2,1432
2022-08-01 17:00:00,INT18,Intersection 17,1756
2022-05-02 18:00:00,INT3,Intersection 2,209
2022-04-15 17:00:00,INT4,Intersection 4,430
2022-04-27 17:00:00,INT4,Intersection 11,1696
2022-10-18 21:00:00,INT11,Intersection 19,1045
2022-12-09 13:00:00,INT9,Intersection 13,1387
2022-09-28 22:00:00,INT1,Intersection 18,367
2022-09-09 14:00:00,INT16,Intersection 19,534
2022-09-17 13:00:00,INT9,Intersection 15,549
2022-01-16 04:00:00,INT11,Intersection 12,396
2022-03-17 00:00:00,INT6,Intersection 11,1762
2022-09-06 06:00:00,INT17,Intersection 1,1260
2022-11-06 20:00:00,INT12,Intersection 16,1713
2022-07-19 17:00:00,INT8,Intersection 13,818
2022-12-07 00:00:00,INT16,Intersection 6,1120
2022-01-08 11:00:00,INT5,Intersection 6,1520
2022-06-11 09:00:00,INT1,Intersection 10,283
2022-06-15 00:00:00,INT17,Intersection 2,511
2022-02-19 10:00:00,INT8,Intersection 3,1724
2022-02-02 05:00:00,INT10,Intersection 6,419
2022-07-05 20:00:00,INT18,Intersection 16,840
2022-01-15 16:00:00,INT15,Intersection 6,1699
2022-10-17 07:00:00,INT20,Intersection 13,1449
2022-08-05 18:00:00,INT13,Intersection 4,1690
2022-08-11 16:00:00,INT10,Intersection 15,904
2022-07-07 19:00:00,INT9,Intersection 6,516
2022-07-21 06:00:00,INT13,Intersection 1,1916
2022-01-05 21:00:00,INT3,Intersection 9,981
2022-01-21 01:00:00,INT3,Intersection 12,890
2022-06-28 15:00:00,INT1,Intersection 11,1823
2022-10-11 10:00:00,INT2,Intersection 13,1826
2022-12-12 18:00:00,INT11,Intersection 1,1908
2022-07-06 13:00:00,INT14,Intersection 19,1730
2022-09-30 05:00:00,INT10,Intersection 4,189
2022-01-11 03:00:00,INT7,Intersection 5,858
2022-10-20 04:00:00,INT1,Intersection 17,1564
2022-02-06 01:00:00,INT7,Intersection 5,1198
2022-08-11 01:00:00,INT15,Intersection 19,673
2022-01-26 03:00:00,INT11,Intersection 3,1857
2022-08-28 20:00:00,INT6,Intersection 11,1390
2022-06-17 10:00:00,INT7,Intersection 2,1062
2022-08-05 08:00:00,INT7,Intersection 14,1035
2022-03-25 23:00:00,INT1,Intersection 6,1756
2022-05-21 20:00:00,INT10,Intersection 19,1435
2022-06-07 02:00:00,INT15,Intersection 1,1944
2022-08-31 21:00:00,INT8,Intersection 7,1976
2022-03-09 05:00:00,INT19,Intersection 2,1606
2022-03-20 07:00:00,INT3,Intersection 19,1151
2022-08-12 20:00:00,INT15,Intersection 1,1465
2022-06-21 04:00:00,INT4,Intersection 9,525
2022-01-07 04:00:00,INT6,Intersection 17,982
2022-03-15 02:00:00,INT10,Intersection 10,1937
2022-11-04 10:00:00,INT18,Intersection 6,885
2022-10-06 09:00:00,INT16,Intersection 3,634
2022-06-06 12:00:00,INT18,Intersection 20,1533
2022-08-13 16:00:00,INT6,Intersection 15,1734
2022-05-08 04:00:00,INT19,Intersection 20,384
2022-08-26 04:00:00,INT17,Intersection 6,1943
2022-06-25 18:00:00,INT18,Intersection 3,721
2022-07-20 03:00:00,INT13,Intersection 10,1838
2022-04-10 01:00:00,INT7,Intersection 12,1229
2022-07-31 22:00:00,INT20,Intersection 1,603
2022-05-13 14:00:00,INT12,Intersection 16,145
2022-05-12 16:00:00,INT2,Intersection 17,1892
2022-10-02 00:00:00,INT12,Intersection 10,1570
2022-04-18 18:00:00,INT12,Intersection 12,1267
2022-04-21 08:00:00,INT4,Intersection 19,636
2022-11-01 17:00:00,INT4,Intersection 8,161
2022-03-13 13:00:00,INT18,Intersection 8,1865
2022-08-10 04:00:00,INT16,Intersection 10,1205
2022-11-05 15:00:00,INT14,Intersection 10,435
2022-02-06 06:00:00,INT17,Intersection 18,310
2022-05-29 22:00:00,INT17,Intersection 10,499
2022-08-31 19:00:00,INT3,Intersection 7,808
2022-11-29 18:00:00,INT6,Intersection 4,446
2022-12-19 14:00:00,INT13,Intersection 1,1321
2022-12-31 05:00:00,INT9,Intersection 11,476
2022-08-29 09:00:00,INT9,Intersection 19,1285
2022-08-27 21:00:00,INT8,Intersection 5,1331
2022-05-16 00:00:00,INT17,Intersection 8,920
2022-07-23 21:00:00,INT16,Intersection 2,1018
2022-02-06 22:00:00,INT16,Intersection 2,1550
2022-09-01 22:00:00,INT19,Intersection 14,143
2022-08-10 14:00:00,INT16,Intersection 9,899
2022-04-05 02:00:00,INT14,Intersection 10,1614
2022-07-02 14:00:00,INT20,Intersection 13,1402
2022-03-16 09:00:00,INT14,Intersection 1,886
2022-11-18 23:00:00,INT14,Intersection 14,832
2022-01-13 07:00:00,INT14,Intersection 2,1067
2022-04-19 05:00:00,INT12,Intersection 4,1920
2022-01-29 08:00:00,INT6,Intersection 19,1269
2022-07-23 18:00:00,INT20,Intersection 1,1192
2022-06-29 02:00:00,INT13,Intersection 4,751
2022-01-14 12:00:00,INT16,Intersection 11,621
2022-11-28 08:00:00,INT9,Intersection 13,210
2022-02-11 02:00:00,INT2,Intersection 18,1672
2022-05-10 22:00:00,INT3,Intersection 10,1716
2022-02-01 16:00:00,INT10,Intersection 5,707
2022-11-20 06:00:00,INT20,Intersection 1,1178
2022-02-07 18:00:00,INT2,Intersection 14,1767
2022-08-18 03:00:00,INT10,Intersection 16,1346
2022-01-16 04:00:00,INT8,Intersection 18,995
2022-11-20 17:00:00,INT17,Intersection 3,1698
2022-05-23 05:00:00,INT1,Intersection 3,623
2022-12-01 11:00:00,INT6,Intersection 4,245
2022-11-27 19:00:00,INT7,Intersection 7,363
2022-05-09 09:00:00,INT15,Intersection 13,1667
2022-08-16 00:00:00,INT18,Intersection 9,567
2022-05-16 18:00:00,INT9,Intersection 3,1684
2022-03-29 19:00:00,INT8,Intersection 17,971
2022-11-27 08:00:00,INT10,Intersection 15,1058
2022-05-03 05:00:00,INT4,Intersection 10,1310
2022-04-28 21:00:00,INT20,Intersection 15,1466
2022-12-26 17:00:00,INT8,Intersection 1,1222
2022-07-28 14:00:00,INT1,Intersection 10,778
2022-03-06 23:00:00,INT8,Intersection 7,1429
2022-03-14 13:00:00,INT12,Intersection 7,1848
2022-08-31 22:00:00,INT15,Intersection 3,1322
2022-11-10 11:00:00,INT13,Intersection 7,857
2022-01-27 01:00:00,INT16,Intersection 9,1277
2022-03-12 10:00:00,INT18,Intersection 8,1018
2022-12-12 02:00:00,INT1,Intersection 3,1219
2022-09-20 22:00:00,INT17,Intersection 5,674
2022-05-06 06:00:00,INT16,Intersection 13,805
2022-06-29 06:00:00,INT5,Intersection 13,933
2022-02-15 08:00:00,INT20,Intersection 8,1482
2022-09-08 07:00:00,INT10,Intersection 18,913
2022-07-12 03:00:00,INT6,Intersection 7,498
2022-11-27 08:00:00,INT12,Intersection 10,1907
2022-07-07 02:00:00,INT10,Intersection 10,1499
2022-12-16 02:00:00,INT17,Intersection 11,701
2022-03-08 13:00:00,INT2,Intersection 12,427
2022-06-06 03:00:00,INT19,Intersection 13,1395
2022-04-22 06:00:00,INT20,Intersection 8,1720
2022-12-18 07:00:00,INT6,Intersection 17,1418
2022-04-18 12:00:00,INT13,Intersection 14,494
2022-11-06 16:00:00,INT9,Intersection 17,1595
2022-12-14 02:00:00,INT12,Intersection 19,647
2022-04-15 10:00:00,INT18,Intersection 16,1141
2022-07-16 21:00:00,INT8,Intersection 9,1018
2022-06-29 04:00:00,INT18,Intersection 20,176
2022-12-31 23:00:00,INT2,Intersection 10,1172
2022-10-19 18:00:00,INT8,Intersection 9,1621
2022-09-13 11:00:00,INT10,Intersection 1,1549
2022-07-09 01:00:00,INT9,Intersection 3,1994
2022-04-08 07:00:00,INT18,Intersection 11,1871
2022-06-30 01:00:00,INT8,Intersection 7,1679
2022-05-05 09:00:00,INT19,Intersection 18,1117
2022-01-24 07:00:00,INT3,Intersection 13,1744
2022-01-30 17:00:00,INT9,Intersection 18,228
2022-07-11 09:00:00,INT13,Intersection 16,618
2022-06-16 04:00:00,INT9,Intersection 16,403
2022-09-16 11:00:00,INT20,Intersection 10,1235
2022-01-11 16:00:00,INT12,Intersection 9,824
2022-01-02 13:00:00,INT13,Intersection 8,1011
2022-12-27 12:00:00,INT8,Intersection 19,915
2022-03-18 08:00:00,INT15,Intersection 3,1073
2022-11-13 16:00:00,INT13,Intersection 9,918
2022-08-04 07:00:00,INT13,Intersection 2,462
2022-01-19 00:00:00,INT17,Intersection 19,1189
2022-06-22 23:00:00,INT15,Intersection 8,1154
2022-09-25 03:00:00,INT19,Intersection 18,1418
2022-03-14 23:00:00,INT3,Intersection 8,1900
2022-07-28 05:00:00,INT14,Intersection 5,908
2022-08-27 08:00:00,INT10,Intersection 6,1442
2022-11-14 08:00:00,INT17,Intersection 10,1137
2022-01-11 16:00:00,INT8,Intersection 15,669
2022-01-28 23:00:00,INT18,Intersection 4,1069
2022-01-21 09:00:00,INT12,Intersection 3,1979
2022-10-15 01:00:00,INT17,Intersection 9,1365
2022-03-29 08:00:00,INT11,Intersection 16,452
2022-03-12 02:00:00,INT9,Intersection 16,1371
2022-04-13 12:00:00,INT15,Intersection 15,709
2022-07-08 17:00:00,INT9,Intersection 9,567
2022-08-02 09:00:00,INT12,Intersection 17,1023
2022-03-24 07:00:00,INT11,Intersection 12,487
2022-05-15 00:00:00,INT17,Intersection 8,1797
2022-07-08 03:00:00,INT6,Intersection 14,858
2022-08-26 04:00:00,INT8,Intersection 18,1961
2022-07-25 19:00:00,INT10,Intersection 12,541
2022-08-20 19:00:00,INT15,Intersection 14,1465
2022-05-04 11:00:00,INT4,Intersection 20,615
2022-07-08 17:00:00,INT18,Intersection 5,1941
2022-10-10 18:00:00,INT11,Intersection 1,1896
2022-09-16 08:00:00,INT9,Intersection 13,942
2022-02-10 16:00:00,INT9,Intersection 14,144
2022-11-03 01:00:00,INT8,Intersection 2,1542
2022-01-02 21:00:00,INT3,Intersection 16,822
2022-02-19 17:00:00,INT18,Intersection 5,855
2022-07-08 00:00:00,INT14,Intersection 1,302
2022-07-25 23:00:00,INT3,Intersection 12,1838
2022-09-19 18:00:00,INT17,Intersection 19,638
2022-01-11 06:00:00,INT4,Intersection 10,485
2022-05-15 03:00:00,INT18,Intersection 12,729
2022-01-27 12:00:00,INT15,Intersection 19,1067
2022-06-07 07:00:00,INT19,Intersection 16,837
2022-04-11 21:00:00,INT6,Intersection 17,459
2022-06-24 07:00:00,INT15,Intersection 13,1591
2022-01-30 16:00:00,INT7,Intersection 7,1082
2022-09-01 13:00:00,INT12,Intersection 3,304
2022-08-10 19:00:00,INT16,Intersection 5,1370
2022-09-09 08:00:00,INT9,Intersection 4,1090
2022-06-01 20:00:00,INT20,Intersection 15,1172
2022-11-20 21:00:00,INT5,Intersection 17,465
2022-03-29 20:00:00,INT11,Intersection 12,352
2022-05-31 14:00:00,INT2,Intersection 14,177
2022-10-17 21:00:00,INT16,Intersection 4,868
2022-08-08 23:00:00,INT4,Intersection 17,731
2022-06-30 12:00:00,INT5,Intersection 11,1086
2022-06-12 12:00:00,INT7,Intersection 6,516
2022-11-27 19:00:00,INT6,Intersection 4,1158
2022-10-18 03:00:00,INT10,Intersection 13,1561
2022-07-10 08:00:00,INT14,Intersection 20,411
2022-11-23 14:00:00,INT8,Intersection 15,1266
2022-03-18 21:00:00,INT14,Intersection 18,296
2022-01-16 22:00:00,INT14,Intersection 17,1096
2022-06-21 08:00:00,INT20,Intersection 19,359
2022-10-22 13:00:00,INT3,Intersection 10,1489
2022-06-08 18:00:00,INT1,Intersection 5,695
2022-03-04 21:00:00,INT9,Intersection 12,1315
2022-11-12 13:00:00,INT9,Intersection 15,1610
2022-03-07 18:00:00,INT2,Intersection 4,633
2022-02-06 15:00:00,INT16,Intersection 8,123
2022-04-01 02:00:00,INT8,Intersection 20,1042
2022-11-18 10:00:00,INT6,Intersection 17,1198
2022-02-26 15:00:00,INT13,Intersection 6,1769
2022-07-04 15:00:00,INT1,Intersection 16,1022
2022-12-06 12:00:00,INT19,Intersection 5,1517
2022-06-15 00:00:00,INT15,Intersection 14,778
2022-06-08 19:00:00,INT1,Intersection 2,1581
2022-06-26 18:00:00,INT10,Intersection 17,209
2022-06-25 17:00:00,INT1,Intersection 6,189
2022-01-04 08:00:00,INT12,Intersection 11,136
2022-04-24 20:00:00,INT11,Intersection 2,921
2022-11-23 09:00:00,INT17,Intersection 1,1092
2022-04-23 21:00:00,INT4,Intersection 5,1686
2022-04-11 22:00:00,INT7,Intersection 8,671
2022-06-01 17:00:00,INT12,Intersection 4,683
2022-01-28 19:00:00,INT13,Intersection 19,1763
2022-04-15 00:00:00,INT5,Intersection 5,406
2022-05-26 19:00:00,INT6,Intersection 5,161
2022-12-03 16:00:00,INT2,Intersection 16,404
2022-10-12 07:00:00,INT7,Intersection 18,278
2022-02-19 13:00:00,INT14,Intersection 11,639
2022-10-03 04:00:00,INT14,Intersection 17,1875
2022-12-27 10:00:00,INT10,Intersection 3,1031
2022-02-12 17:00:00,INT4,Intersection 18,1867
2022-11-21 09:00:00,INT3,Intersection 4,1788
2022-01-03 23:00:00,INT14,Intersection 19,1031
2022-08-20 02:00:00,INT6,Intersection 9,944
2022-04-22 21:00:00,INT15,Intersection 5,1567
2022-11-04 04:00:00,INT8,Intersection 4,1642
2022-03-19 00:00:00,INT5,Intersection 16,1700
2022-03-26 06:00:00,INT3,Intersection 10,1758
2022-09-22 02:00:00,INT3,Intersection 9,1159
2022-06-05 21:00:00,INT13,Intersection 16,849
2022-02-24 02:00:00,INT2,Intersection 20,1601
2022-06-20 22:00:00,INT1,Intersection 17,1196
2022-02-07 16:00:00,INT12,Intersection 18,1153
2022-05-07 02:00:00,INT8,Intersection 15,838
2022-10-07 13:00:00,INT19,Intersection 20,1426
2022-07-16 07:00:00,INT9,Intersection 9,1470
2022-12-01 05:00:00,INT14,Intersection 6,896
2022-09-06 17:00:00,INT18,Intersection 6,1634
2022-04-20 04:00:00,INT10,Intersection 11,1640
2022-04-21 06:00:00,INT9,Intersection 20,1188
2022-07-22 17:00:00,INT6,Intersection 3,846
2022-11-03 01:00:00,INT1,Intersection 12,726
2022-04-06 09:00:00,INT5,Intersection 15,552
2022-11-04 02:00:00,INT10,Intersection 7,930
2022-06-11 08:00:00,INT13,Intersection 18,857
2022-11-17 10:00:00,INT4,Intersection 15,960
2022-03-02 00:00:00,INT1,Intersection 8,1652
2022-02-01 21:00:00,INT2,Intersection 9,918
2022-06-20 12:00:00,INT4,Intersection 15,1492
2022-04-22 02:00:00,INT17,Intersection 16,1160
2022-12-27 15:00:00,INT10,Intersection 20,1979
2022-09-06 16:00:00,INT12,Intersection 3,480
2022-11-15 09:00:00,INT2,Intersection 5,1342
2022-04-01 21:00:00,INT3,Intersection 3,748
2022-06-12 00:00:00,INT14,Intersection 2,345
2022-02-05 00:00:00,INT15,Intersection 2,1673
2022-09-03 19:00:00,INT13,Intersection 4,350
2022-06-21 14:00:00,INT9,Intersection 3,664
2022-01-24 13:00:00,INT2,Intersection 9,1008
2022-09-08 05:00:00,INT19,Intersection 12,1469
2022-10-29 02:00:00,INT16,Intersection 9,920
2022-09-03 10:00:00,INT11,Intersection 19,814
2022-06-29 15:00:00,INT12,Intersection 12,571
2022-11-19 08:00:00,INT1,Intersection 16,1684
2022-05-05 06:00:00,INT2,Intersection 1,221
2022-09-11 11:00:00,INT16,Intersection 10,1449
2022-01-24 04:00:00,INT2,Intersection 10,1651
2022-05-06 19:00:00,INT19,Intersection 4,880
2022-04-18 12:00:00,INT10,Intersection 11,847
2022-12-06 10:00:00,INT19,Intersection 11,220
2022-12-10 11:00:00,INT10,Intersection 11,238
2022-06-17 11:00:00,INT16,Intersection 6,186
2022-05-11 18:00:00,INT13,Intersection 15,229
2022-01-28 23:00:00,INT16,Intersection 2,351
2022-02-02 09:00:00,INT18,Intersection 3,1985
2022-07-25 07:00:00,INT8,Intersection 5,886
2022-05-06 22:00:00,INT18,Intersection 11,1483
2022-03-19 12:00:00,INT13,Intersection 12,1936
2022-05-11 19:00:00,INT7,Intersection 3,1553
2022-02-14 18:00:00,INT18,Intersection 9,146
2022-10-09 19:00:00,INT6,Intersection 3,1714
2022-03-24 18:00:00,INT9,Intersection 2,600
2022-09-21 15:00:00,INT6,Intersection 6,1933
2022-02-13 14:00:00,INT18,Intersection 6,1999
2022-04-01 16:00:00,INT17,Intersection 17,524
2022-04-08 10:00:00,INT12,Intersection 8,1498
2022-01-21 20:00:00,INT3,Intersection 1,1064
2022-04-04 01:00:00,INT5,Intersection 8,1977
2022-07-12 00:00:00,INT7,Intersection 15,830
2022-10-29 10:00:00,INT10,Intersection 18,210
2022-11-29 04:00:00,INT10,Intersection 13,1350
2022-10-03 10:00:00,INT19,Intersection 8,1910
2022-01-26 00:00:00,INT4,Intersection 20,1891
2022-06-28 12:00:00,INT10,Intersection 18,1162
2022-07-06 19:00:00,INT18,Intersection 13,234
2022-09-03 21:00:00,INT3,Intersection 14,1418
2022-09-13 09:00:00,INT3,Intersection 15,709
2022-03-15 02:00:00,INT5,Intersection 6,1157
2022-04-13 16:00:00,INT16,Intersection 1,1086
2022-07-06 18:00:00,INT20,Intersection 7,527
2022-11-05 08:00:00,INT13,Intersection 1,1191
2022-10-11 14:00:00,INT11,Intersection 15,1826
2022-12-27 03:00:00,INT13,Intersection 6,298
2022-11-05 04:00:00,INT19,Intersection 5,659
2022-11-02 18:00:00,INT6,Intersection 12,358
2022-08-07 09:00:00,INT13,Intersection 3,824
2022-11-05 02:00:00,INT4,Intersection 20,773
2022-09-26 05:00:00,INT5,Intersection 14,1748
2022-07-15 15:00:00,INT19,Intersection 6,236
2022-04-18 20:00:00,INT5,Intersection 4,1952
2022-03-16 06:00:00,INT14,Intersection 15,1015
2022-09-05 19:00:00,INT4,Intersection 17,1035
2022-10-02 18:00:00,INT12,Intersection 5,480
2022-05-27 16:00:00,INT6,Intersection 6,1647
2022-05-15 02:00:00,INT19,Intersection 10,1994
2022-06-06 13:00:00,INT10,Intersection 9,337
2022-06-17 08:00:00,INT1,Intersection 4,1407
2022-04-29 05:00:00,INT16,Intersection 9,787
2022-09-08 00:00:00,INT4,Intersection 8,1860
2022-10-21 02:00:00,INT9,Intersection 3,557
2022-11-01 13:00:00,INT18,Intersection 20,1710
2022-06-26 15:00:00,INT17,Intersection 1,1258
2022-07-04 12:00:00,INT15,Intersection 20,181
2022-06-22 22:00:00,INT19,Intersection 5,694
2022-03-02 06:00:00,INT7,Intersection 3,753
2022-09-27 12:00:00,INT18,Intersection 4,1332
2022-08-30 06:00:00,INT6,Intersection 19,1850
2022-06-23 23:00:00,INT19,Intersection 15,502
2022-07-31 16:00:00,INT12,Intersection 19,921
2022-02-06 00:00:00,INT3,Intersection 16,1890
2022-10-13 20:00:00,INT1,Intersection 8,287
2022-12-27 23:00:00,INT5,Intersection 14,592
2022-09-17 01:00:00,INT1,Intersection 5,1882
2022-08-25 08:00:00,INT8,Intersection 1,354
2022-03-04 14:00:00,INT7,Intersection 19,1446
2022-07-15 04:00:00,INT15,Intersection 5,1797
2022-02-28 18:00:00,INT11,Intersection 3,1980
2022-06-07 02:00:00,INT18,Intersection 17,524
2022-07-14 03:00:00,INT14,Intersection 7,1538
2022-06-16 17:00:00,INT9,Intersection 17,1290
2022-05-26 03:00:00,INT5,Intersection 13,1713
2022-07-10 02:00:00,INT4,Intersection 14,584
2022-01-25 22:00:00,INT12,Intersection 12,535
2022-05-07 17:00:00,INT1,Intersection 11,1810
2022-12-07 00:00:00,INT13,Intersection 1,1655
2022-09-24 07:00:00,INT1,Intersection 3,1731
2022-10-31 15:00:00,INT3,Intersection 12,1604
2022-01-03 18:00:00,INT8,Intersection 9,279
2022-12-05 11:00:00,INT18,Intersection 2,1730
2022-04-25 14:00:00,INT16,Intersection 14,1194
2022-12-27 21:00:00,INT20,Intersection 5,1825
2022-10-11 14:00:00,INT20,Intersection 3,1000
2022-09-25 21:00:00,INT16,Intersection 12,1564
2022-12-05 11:00:00,INT2,Intersection 12,743
2022-03-09 23:00:00,INT17,Intersection 7,238
